Jensen et al. Temporal disease trajectories condensed from population-wide registry data covering 6.2 million patients,,,,,,,,,,,,,,,,
Supplementary Data 2 | Trajectory counting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Median age at ,,,,,Count,time 1->2,,,Count,time ->3,,,Count,time ->4
None,J45_E11_E10_G56,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,G56,Mononeuropathies of upper limb,35,114.25
None,J45_E11_E10_H25,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,H25,Senile cataract,71,118.64
None,J45_E11_E10_I69,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,I69,Sequelae of cerebrovascular disease,49,105.62
None,J45_E11_E10_I73,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,I73,Other peripheral vascular diseases,31,113.06
None,J45_E11_E10_J15,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,J15,"Bacterial pneumonia, not elsewhere classified",78,114.77
None,J45_E11_E10_J18,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,J18,"Pneumonia, organism unspecified",133,107.21
None,J45_E11_E10_J96,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,J96,"Respiratory failure, not elsewhere classified",99,107.53
None,J45_E11_E10_K59,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,K59,Other functional intestinal disorders,58,111.56
None,J45_E11_E10_N30,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E10,Insulin-dependent diabetes mellitus,923,81.02,N30,Cystitis,78,106.48
None,J45_E11_E14_D64,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E14,Unspecified diabetes mellitus,606,79.49,D64,Other anaemias,33,108.5
None,J45_E11_E14_J96,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,E14,Unspecified diabetes mellitus,606,79.49,J96,"Respiratory failure, not elsewhere classified",62,103.86
None,J45_E11_H25_H26,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,H25,Senile cataract,433,87.3,H26,Other cataract,54,102.01
None,J45_E11_H36_J18,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,H36,Retinal disorders in diseases classified elsewhere,268,92.68,J18,"Pneumonia, organism unspecified",24,119.49
None,J45_E11_I70_J18,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,I70,Atherosclerosis,244,83.44,J18,"Pneumonia, organism unspecified",35,104.86
None,J45_E11_I70_J44,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,I70,Atherosclerosis,244,83.44,J44,Other chronic obstructive pulmonary disease,23,96.39
None,J45_E11_I70_L97,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,I70,Atherosclerosis,244,83.44,L97,"Ulcer of lower limb, not elsewhere classified",39,99.4
None,J45_E11_J18_J15,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,J18,"Pneumonia, organism unspecified",907,76.18,J15,"Bacterial pneumonia, not elsewhere classified",99,102.14
None,J45_E11_J18_J96,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,J18,"Pneumonia, organism unspecified",907,76.18,J96,"Respiratory failure, not elsewhere classified",147,94.52
None,J45_E11_N30_A41,59.81,J45,Asthma,E11,Non-insulin-dependent diabetes mellitus,5401,47.58,N30,Cystitis,437,80.15,A41,Other septicaemia,58,99.84
None,J45_I25_I69_E86,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,I69,Sequelae of cerebrovascular disease,375,72.89,E86,Volume depletion,46,97.36
None,J45_I25_J18_I46,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,J18,"Pneumonia, organism unspecified",1323,69.14,I46,Cardiac arrest,35,100.42
None,J45_I25_J18_J15,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,J18,"Pneumonia, organism unspecified",1323,69.14,J15,"Bacterial pneumonia, not elsewhere classified",153,94.25
None,J45_I25_J18_J96,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,J18,"Pneumonia, organism unspecified",1323,69.14,J96,"Respiratory failure, not elsewhere classified",234,92.16
None,J45_I25_M80_J96,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,M80,Osteoporosis with pathological fracture,264,74.12,J96,"Respiratory failure, not elsewhere classified",45,94.98
None,J45_I25_N30_A41,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,N30,Cystitis,599,73.68,A41,Other septicaemia,64,89.95
None,J45_I25_N30_J15,66.91,J45,Asthma,I25,Chronic ischaemic heart disease,6898,40.43,N30,Cystitis,599,73.68,J15,"Bacterial pneumonia, not elsewhere classified",54,107.28
None,J45_I50_D64_A41,69.09,J45,Asthma,I50,Heart failure,7321,36.05,D64,Other anaemias,552,68.11,A41,Other septicaemia,51,90.93
None,J45_M54_M80_J96,44.36,J45,Asthma,M54,Dorsalgia,7672,54.85,M80,Osteoporosis with pathological fracture,288,72.59,J96,"Respiratory failure, not elsewhere classified",51,97.11
None,J45_M54_M81_J96,44.36,J45,Asthma,M54,Dorsalgia,7672,54.85,M81,Osteoporosis without pathological fracture,512,85.54,J96,"Respiratory failure, not elsewhere classified",62,110.75
None,K29_I50_D64_A41,72.54,K29,Gastritis and duodenitis,I50,Heart failure,7188,41.19,D64,Other anaemias,773,62.34,A41,Other septicaemia,62,75.9
None,K29_I50_D64_D63,72.54,K29,Gastritis and duodenitis,I50,Heart failure,7188,41.19,D64,Other anaemias,773,62.34,D63,Anaemia in chronic diseases classified elsewhere,32,80.22
None,K29_I50_M10_N18,72.54,K29,Gastritis and duodenitis,I50,Heart failure,7188,41.19,M10,Gout,204,69.26,N18,Chronic renal failure,40,82.61
None,K29_I50_N18_A41,72.54,K29,Gastritis and duodenitis,I50,Heart failure,7188,41.19,N18,Chronic renal failure,408,63.76,A41,Other septicaemia,44,80.21
None,K30_K80_I10_D64,52.02,K30,Dyspepsia,K80,Cholelithiasis,9580,32.02,I10,Essential (primary) hypertension,1115,71.36,D64,Other anaemias,41,100.11
None,K30_K80_I10_E86,52.02,K30,Dyspepsia,K80,Cholelithiasis,9580,32.02,I10,Essential (primary) hypertension,1115,71.36,E86,Volume depletion,39,96.74
None,K30_K80_I10_I69,52.02,K30,Dyspepsia,K80,Cholelithiasis,9580,32.02,I10,Essential (primary) hypertension,1115,71.36,I69,Sequelae of cerebrovascular disease,53,97.33
None,K30_K80_I10_N30,52.02,K30,Dyspepsia,K80,Cholelithiasis,9580,32.02,I10,Essential (primary) hypertension,1115,71.36,N30,Cystitis,73,97.31
None,K30_K80_I10_N39,52.02,K30,Dyspepsia,K80,Cholelithiasis,9580,32.02,I10,Essential (primary) hypertension,1115,71.36,N39,Other disorders of urinary system,47,91.91
None,K62_C18_C78_E86,70.49,K62,Other diseases of anus and rectum,C18,Malignant neoplasm of colon,4374,14.32,C78,Secondary malignant neoplasm of respiratory and digestive organs,723,29.11,E86,Volume depletion,46,38.15
None,K80_I10_D64_A41,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,D64,Other anaemias,872,76.83,A41,Other septicaemia,78,91.85
None,K80_I10_D64_D63,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,D64,Other anaemias,872,76.83,D63,Anaemia in chronic diseases classified elsewhere,41,85.27
None,K80_I10_I69_A41,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,I69,Sequelae of cerebrovascular disease,1109,70.2,A41,Other septicaemia,68,93.38
None,K80_I10_I69_E86,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,I69,Sequelae of cerebrovascular disease,1109,70.2,E86,Volume depletion,122,88.98
None,K80_I10_I69_J15,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,I69,Sequelae of cerebrovascular disease,1109,70.2,J15,"Bacterial pneumonia, not elsewhere classified",44,92.79
None,K80_I10_M80_E86,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,M80,Osteoporosis with pathological fracture,338,76.51,E86,Volume depletion,48,95.45
None,K80_I10_N18_A41,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,N18,Chronic renal failure,479,77.4,A41,Other septicaemia,57,91.4
None,K80_I10_N30_A41,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,N30,Cystitis,1297,76.06,A41,Other septicaemia,122,97.27
None,K80_I10_N30_J15,64.42,K80,Cholelithiasis,I10,Essential (primary) hypertension,18465,47.06,N30,Cystitis,1297,76.06,J15,"Bacterial pneumonia, not elsewhere classified",69,91.86
None,K85_E11_E10_A41,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,A41,Other septicaemia,57,96.52
None,K85_E11_E10_D64,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,D64,Other anaemias,45,102.52
None,K85_E11_E10_E13,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,E13,Other specified diabetes mellitus,64,106.72
None,K85_E11_E10_E14,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,E14,Unspecified diabetes mellitus,87,98.17
None,K85_E11_E10_E16,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,E16,Other disorders of pancreatic internal secretion,69,98.58
None,K85_E11_E10_E86,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,E86,Volume depletion,36,96.89
None,K85_E11_E10_H36,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,H36,Retinal disorders in diseases classified elsewhere,58,107.49
None,K85_E11_E10_I69,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,I69,Sequelae of cerebrovascular disease,30,101.91
None,K85_E11_E10_J18,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,J18,"Pneumonia, organism unspecified",64,100.7
None,K85_E11_E10_K59,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,K59,Other functional intestinal disorders,35,110.09
None,K85_E11_E10_K92,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,K92,Other diseases of digestive system,29,97.15
None,K85_E11_E10_N18,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,N18,Chronic renal failure,21,100.18
None,K85_E11_E10_N30,57.69,K85,Acute pancreatitis,E11,Non-insulin-dependent diabetes mellitus,2442,47.02,E10,Insulin-dependent diabetes mellitus,599,73.94,N30,Cystitis,34,106.15
None,K85_K86_J18_J15,51.34,K85,Acute pancreatitis,K86,Other diseases of pancreas,4505,19.57,J18,"Pneumonia, organism unspecified",536,61.17,J15,"Bacterial pneumonia, not elsewhere classified",44,86.34
None,K85_K86_J18_J96,51.34,K85,Acute pancreatitis,K86,Other diseases of pancreas,4505,19.57,J18,"Pneumonia, organism unspecified",536,61.17,J96,"Respiratory failure, not elsewhere classified",69,72.04
None,M17_I10_D64_A41,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,D64,Other anaemias,1634,83.77,A41,Other septicaemia,99,103.31
None,M17_I10_D64_D63,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,D64,Other anaemias,1634,83.77,D63,Anaemia in chronic diseases classified elsewhere,64,93.11
None,M17_I10_F32_A41,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,F32,Depressive episode,866,76.16,A41,Other septicaemia,58,103.3
None,M17_I10_F32_F33,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,F32,Depressive episode,866,76.16,F33,Recurrent depressive disorder,46,94.17
None,M17_I10_I11_E86,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,I11,Hypertensive heart disease,480,79.62,E86,Volume depletion,48,112.19
None,M17_I10_I69_A41,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,I69,Sequelae of cerebrovascular disease,1811,77.14,A41,Other septicaemia,113,97.64
None,M17_I10_I69_E86,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,I69,Sequelae of cerebrovascular disease,1811,77.14,E86,Volume depletion,189,96.15
None,M17_I10_I69_J15,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,I69,Sequelae of cerebrovascular disease,1811,77.14,J15,"Bacterial pneumonia, not elsewhere classified",81,98.79
None,M17_I10_I73_D64,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,I73,Other peripheral vascular diseases,573,88.31,D64,Other anaemias,40,114.25
None,M17_I10_M80_E86,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,M80,Osteoporosis with pathological fracture,591,81.87,E86,Volume depletion,70,104.92
None,M17_I10_N18_A41,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,N18,Chronic renal failure,736,87.23,A41,Other septicaemia,78,98.78
None,M17_I10_N30_A41,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,N30,Cystitis,2261,81.8,A41,Other septicaemia,190,98.82
None,M17_I10_N30_J15,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,N30,Cystitis,2261,81.8,J15,"Bacterial pneumonia, not elsewhere classified",118,100.85
None,M17_I10_N30_L98,67.18,M17,Gonarthrosis [arthrosis of knee],I10,Essential (primary) hypertension,26025,52.75,N30,Cystitis,2261,81.8,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",62,105.61
None,M35_I21_I25_N18,72.85,M35,Other systemic involvement of connective tissue,I21,Acute myocardial infarction,2081,44.8,I25,Chronic ischaemic heart disease,867,52.61,N18,Chronic renal failure,31,81.16
None,M47_I10_I69_E86,66.27,M47,Spondylosis,I10,Essential (primary) hypertension,8561,51.63,I69,Sequelae of cerebrovascular disease,686,74.93,E86,Volume depletion,79,98.04
None,M47_I10_M80_E86,66.27,M47,Spondylosis,I10,Essential (primary) hypertension,8561,51.63,M80,Osteoporosis with pathological fracture,242,76.37,E86,Volume depletion,37,93.73
None,M47_I10_N30_A41,66.27,M47,Spondylosis,I10,Essential (primary) hypertension,8561,51.63,N30,Cystitis,777,80.65,A41,Other septicaemia,70,103.7
None,M54_G56_M47_I10,47.29,M54,Dorsalgia,G56,Mononeuropathies of upper limb,8521,56.83,M47,Spondylosis,376,85.38,I10,Essential (primary) hypertension,27,112.49
None,M54_K25_J18_J15,60.77,M54,Dorsalgia,K25,Gastric ulcer,4779,47.87,J18,"Pneumonia, organism unspecified",610,79.01,J15,"Bacterial pneumonia, not elsewhere classified",56,99.07
None,M54_K25_J18_J96,60.77,M54,Dorsalgia,K25,Gastric ulcer,4779,47.87,J18,"Pneumonia, organism unspecified",610,79.01,J96,"Respiratory failure, not elsewhere classified",71,93.91
None,M54_K25_M81_E86,60.77,M54,Dorsalgia,K25,Gastric ulcer,4779,47.87,M81,Osteoporosis without pathological fracture,316,77.08,E86,Volume depletion,39,105.83
None,M62_G45_I63_I69,60.92,M62,Other disorders of muscle,G45,Transient cerebral ischaemic attacks and related syndromes,2577,57.82,I63,Cerebral infarction,333,76.05,I69,Sequelae of cerebrovascular disease,99,96.34
None,M62_H81_I64_I69,55.89,M62,Other disorders of muscle,H81,Disorders of vestibular function,2431,53.39,I64,"Stroke, not specified as haemorrhage or infarction",135,93.3,I69,Sequelae of cerebrovascular disease,46,106.92
None,M62_I10_D64_A41,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,D64,Other anaemias,774,99.64,A41,Other septicaemia,63,116.45
None,M62_I10_I69_A41,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,I69,Sequelae of cerebrovascular disease,1041,87.89,A41,Other septicaemia,42,117.94
None,M62_I10_I69_E86,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,I69,Sequelae of cerebrovascular disease,1041,87.89,E86,Volume depletion,119,115.11
None,M62_I10_I69_J15,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,I69,Sequelae of cerebrovascular disease,1041,87.89,J15,"Bacterial pneumonia, not elsewhere classified",55,118.27
None,M62_I10_M80_E86,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,M80,Osteoporosis with pathological fracture,360,92.39,E86,Volume depletion,56,115.06
None,M62_I10_N18_A41,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,N18,Chronic renal failure,393,99.84,A41,Other septicaemia,41,118.84
None,M62_I10_N30_A41,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,N30,Cystitis,1153,95.08,A41,Other septicaemia,96,114.72
None,M62_I10_N30_J15,60.11,M62,Other disorders of muscle,I10,Essential (primary) hypertension,14963,61.34,N30,Cystitis,1153,95.08,J15,"Bacterial pneumonia, not elsewhere classified",72,114.61
None,M62_I25_I69_A41,64.6,M62,Other disorders of muscle,I25,Chronic ischaemic heart disease,8444,50.78,I69,Sequelae of cerebrovascular disease,562,86,A41,Other septicaemia,38,112.02
None,M62_I25_I69_E86,64.6,M62,Other disorders of muscle,I25,Chronic ischaemic heart disease,8444,50.78,I69,Sequelae of cerebrovascular disease,562,86,E86,Volume depletion,68,109.46
None,M62_I25_I69_J15,64.6,M62,Other disorders of muscle,I25,Chronic ischaemic heart disease,8444,50.78,I69,Sequelae of cerebrovascular disease,562,86,J15,"Bacterial pneumonia, not elsewhere classified",40,115.27
None,M62_I25_J18_J15,64.6,M62,Other disorders of muscle,I25,Chronic ischaemic heart disease,8444,50.78,J18,"Pneumonia, organism unspecified",1202,86.62,J15,"Bacterial pneumonia, not elsewhere classified",126,107.59
None,M62_I25_J18_J96,64.6,M62,Other disorders of muscle,I25,Chronic ischaemic heart disease,8444,50.78,J18,"Pneumonia, organism unspecified",1202,86.62,J96,"Respiratory failure, not elsewhere classified",153,109.11
